Serial	user_id	user_screen_name	user_name	user_expanded_url	Facebook Page (https://www.facebook.com/)	RSS Feed link	Automatic RSS	Wikipedia page (https://ar.wikipedia.org/wiki/)	Alexa page (https://www.alexa.com/siteinfo/)	user_display_url	user_verified	newssource	newssource:confidence	user_created_at	user_description	user_followers_count	user_favourites_count	user_friends_count	user_twitter_friends_count	user_geo_enabled	user_lang	user_listed_count	user_location	country_code	country	Category	user_profile_image_url	user_statuses_count	user_time_zone	user_url	YouTube (http://www.youtube.com/)
78	49942706	bbcarabicalerts	BBC Arabic - عاجل	http://www.bbcarabic.com	bbcarabic	http://feeds.bbci.co.uk/arabic/rss.xml		بي_بي_سي	bbcarabic.com	bbcarabic.com	1	1	1	Tue Jun 23 10:38:34 +0000 2009	#أخبار #عاجلة من بي بي سي العربية<LF>This is the official account of BBC Arabic Breaking News Alerts	1753864	0	2675	11	0	en	2675	BBC Broadcasting House, London	UK	United Kingdom	General	http://pbs.twimg.com/profile_images/3434138891/ff30a71e972163f32540b692543203d7_normal.png	14326	London	http://t.co/KMHF87wxOv	user/BBCArabicNews
79	333925878	SaudiMCI	وزارة التجارة والاستثمار	http://mci.gov.sa	SaudiMCI	https://mci.gov.sa/MediaCenter/RSS/Pages/default.aspx		وزارة_التجارة_والاستثمار_(السعودية)	mci.gov.sa	mci.gov.sa	1	1	0.6657	Tue Jul 12 09:14:13 +0000 2011	وزارة التجارة والاستثمار في المملكة العربية السعودية - مركز بلاغات المستهلك: 1900 - مركز خدمات العملاء: 920000667	1737221	37	2376	34	1	en	2376	المملكة العربية السعودية	SA	Saudi Arabia	Economy	http://pbs.twimg.com/profile_images/876447569685221377/JQf_fb7l_normal.jpg	17292	Riyadh	https://t.co/bSiX1A4rvZ	SaudiMCI
80	109556877	hespress	Hespress هسبريس	http://hespress.com	Hespress	https://www.hespress.com/feed/index.rss	/feed/index.rss	هسبريس	hespress.com	hespress.com	1	1	1	Fri Jan 29 13:17:51 +0000 2010	أول جريدة الكترونية مغربية تتجدد على مدار الساعة	1724635	810	762	10409	0	fr	762	المغرب	MA	Morocco	General	http://pbs.twimg.com/profile_images/770687364901601282/unXUNiex_normal.jpg	115087	Casablanca	https://t.co/4f7Ybkynzq	user/HespressProd
81	296931186	korarotana	برنامج كورة	http://www.youtube.com/korarotana	korarotana	-		-	-	youtube.com/korarotana	1	1	1	Wed May 11 16:49:02 +0000 2011	#كورة_روتانا  | أجرأ و أهم أحداث كرة القدم الساخنة  | الساعة 11:30 م بتوقيت #السعودية على #خليجية https://t.co/nTTy3znBFL |  الإعادة 4 فجراً	1719893	321	3091	46	0	en	3091	السعودية	SA	Saudi Arabia	Sports	http://pbs.twimg.com/profile_images/558619447791857666/Ml6-c7nj_normal.jpeg	42589	Riyadh	http://t.co/9wbMLY4cjA	user/korarotana
82	50323634	shabab6april	A6Mحركة شباب 6 أبريل	http://6april.org	shabab6april	https://6april.org/feed/	https://6april.org/feed/rss/	حركة_شباب_6_أبريل	6april.org	6april.org	1	1	0.6647	Wed Jun 24 14:45:22 +0000 2009	‏الحساب  الرسمى لحركة شباب 6 ابريل المصرية.<LF>حرية، ديمقراطية ، عدالة اجتماعية ، كرامة إنسانية<LF>Official account for April 6 Movement<LF>https://t.co/cEvssf7sZT‎	1710817	793	2822	125	0	en	2822	Egypt	EG	Egypt	General	http://pbs.twimg.com/profile_images/2367787803/1bsmhmownk70gcy713f5_normal.png	22594	Cairo	https://t.co/56qeUIGKv5	user/shabab6april
83	605491361	MLSD_SA	وزارة العمل والتنمية الاجتماعية	http://www.mlsd.gov.sa/	-	-		وزارة_العمل_والتنمية_الاجتماعية_(السعودية)	mlsd.gov.sa	mlsd.gov.sa	1	1	0.6647	Mon Jun 11 15:08:15 +0000 2012	الحساب الرسمي لـ #وزارة_العمل_والتنمية_الاجتماعية في المملكة العربية السعودية. للاستفسارات والشكاوى يرجى الاتصال على 19911	1707475	0	1895	15	1	en	1895	Riyadh, Saudi Arabia	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/771746947879370755/yC8ktMW1_normal.jpg	43065	Riyadh	https://t.co/KgmqcYdK73	user/MinistryOfLabor
84	183911616	alweeamnews	صحيفة الوئام	http://www.alweeam.com.sa	-	-		صحيفة_الوئام	alweeam.com.sa	alweeam.com.sa	1	1	1	Sat Aug 28 05:27:24 +0000 2010	حساب صحيفة الوئام الإلكترونية  || info@alweeam.com.sa	1689167	3	2110	7	1	ar	2110	ksa	SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/378800000494289042/f871f2341c9a9748bde893d916cd4053_normal.jpeg	156234	Baghdad	https://t.co/txK0SUd2lM	
85	322394926	SuGaRx_WoRLD	عالم سكر	http://sugarx-world.com/xXxX/	-	-		-	sugarx-world.com	sugarx-world.com/xXxX/	0	1	0.6577	Thu Jun 23 03:15:45 +0000 2011	السينما في جهازك وبين يديك .. مجموعه متنوعه من الافلام والمسلسلات مترجمه للعربيه وبالجوده العاليه.. لنترك لك المجال وحريه الاختيار لما يناسب ذائقتك	1679568	1265	688	34	1	ar	688	الخاص للإعلانات	SA	Saudi Arabia	Entertainment	http://pbs.twimg.com/profile_images/861201066565787649/q-MVxxmT_normal.jpg	20992	Riyadh	https://t.co/exfDbNdPLf	
	886724197	EgyArmySpox	المتحدث العسكري	http://www.mod.gov.eg/mod/	EgyArmySpox	-		المتحدث_العسكري_للقوات_المسلحة_المصرية	mod.gov.eg	mod.gov.eg/mod/	1	1	0.6824	Wed Oct 17 12:28:49 +0000 2012	عقيد أ ح / تامر محمد محمود الرفاعى  المتحدث العسكري الرسمي للقوات المسلحة	1653130	5	1457	49	0	en	1457	EGYPT	EG	Egypt	General	http://pbs.twimg.com/profile_images/875511809180041216/tbTD7B4C_normal.jpg	4115	Cairo	https://t.co/GgdK4zFbOe	user/EgyArmySpox
86	261186956	News_Sa24	أخبار الوطن	https://Instagram.com/news_sa24/	-	-		-	-	Instagram.com/news_sa24/	0	1	1	Sat Mar 05 12:35:06 +0000 2011	أخبار الوطن بين يديك ، متابعة أهم الأخبار ، والصور والفيديو ، والمنوعات .. للتواصل والإعلان: واتساب: 00966555608841 بريد إلكتروني: e3lan1122@gmail.com	1592640	15	2114	2	0	ar	2114		SA	Saudi Arabia	General	http://pbs.twimg.com/profile_images/775102845993508868/Pgq6l3Dv_normal.jpg	85861	Quito	https://t.co/jzauu0iv9Z	
87	52067288	Masrawy	مصراوي	http://www.masrawy.com	masrawy	http://www.masrawy.com/rss	http://www.masrawy.com/rss	مصراوي	masrawy.com	masrawy.com	1	1	1	Mon Jun 29 14:15:48 +0000 2009	أول وأكبر بوابة مصرية<LF>http://t.co/0kzBV5rE2v	1587291	149	3366	4	0	en	3366	Cairo, Egypt	EG	Egypt	General	http://pbs.twimg.com/profile_images/950998668114612225/7uBN1miW_normal.jpg	653645	Cairo	http://t.co/Qgn4fw7zqM	channel/UCpfZqY4SGVhHxF8x4XMWNew
